Format,RaceBox CSV,,,,,,,,,,,
Data Source,RaceBox 2231805086,,,,,,,,,,,
Date UTC,2025-10-22T19:27:56+00:00,,,,,,,,,,,
Date,22/10/2025,,,,,,,,,,,
Time,7/27/1956,,,,,,,,,,,
Session Index,1,,,,,,,,,,,
Session Type,Track,,,,,,,,,,,
Track,No Track,,,,,,,,,,,
Configuration,,,,,,,,,,,,
Laps,0,,,,,,,,,,,
Best Lap Time,207.68,,,,,,,,,,,
,,,,,,,,,,,,
Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,GyroX,GyroY,GyroZ
4918,2025-10-22T19:31:12.720Z,36.1405016,-86.7333845,536.1,24.18,-0.739,0.787,-0.538,0,-0.26,3.77,41.63
4919,2025-10-22T19:31:12.760Z,36.1404981,-86.7333864,536.1,24.14,-0.742,0.776,-0.549,0,-0.13,4.54,42.19
4920,2025-10-22T19:31:12.800Z,36.1404946,-86.7333881,536,24.06,-0.737,0.795,-0.539,0,0.09,4.93,42.64
4921,2025-10-22T19:31:12.840Z,36.1404908,-86.7333898,536,24.13,-0.74,0.79,-0.58,0,0.4,4.6,43.16
4922,2025-10-22T19:31:12.880Z,36.1404873,-86.7333914,535.9,24.04,-0.687,0.787,-0.605,0,0.65,4.22,43.43
4923,2025-10-22T19:31:12.920Z,36.1404835,-86.7333928,535.8,24.05,-0.648,0.8,-0.645,0,0.67,3.48,43.37
4924,2025-10-22T19:31:12.960Z,36.1404797,-86.7333942,535.8,24.22,-0.572,0.773,-0.647,0,0.42,2.85,43.16
4925,2025-10-22T19:31:13.000Z,36.1404759,-86.7333952,535.8,24.1,-0.561,0.731,-0.672,0,0.21,2.27,42.41
4926,2025-10-22T19:31:13.040Z,36.1404721,-86.7333962,535.8,24.09,-0.556,0.667,-0.676,0,-0.17,2.3,40.79
4927,2025-10-22T19:31:13.080Z,36.1404683,-86.7333973,535.8,24.2,-0.611,0.587,-0.683,0,-0.73,2.34,38.48
4928,2025-10-22T19:31:13.120Z,36.1404645,-86.7333983,535.7,24.36,-0.65,0.491,-0.667,0,-0.95,2.62,35.35
4929,2025-10-22T19:31:13.160Z,36.1404606,-86.7333993,535.7,24.42,-0.692,0.432,-0.635,0,-0.94,3,31.82
4930,2025-10-22T19:31:13.200Z,36.1404569,-86.7334002,535.7,24.41,-0.712,0.357,-0.584,0,-1.11,3.17,28.25
4931,2025-10-22T19:31:13.240Z,36.1404529,-86.7334011,535.6,24.4,-0.717,0.29,-0.533,0,-1.05,2.83,24.62
4932,2025-10-22T19:31:13.280Z,36.1404491,-86.7334019,535.6,24.46,-0.704,0.196,-0.471,0,-0.85,2.64,20.79
4933,2025-10-22T19:31:13.320Z,36.1404452,-86.7334029,535.5,24.52,-0.729,0.078,-0.467,0,-1.13,2.4,16.63
4934,2025-10-22T19:31:13.360Z,36.1404413,-86.7334038,535.5,24.58,-0.731,-0.057,-0.426,0,-1.39,2.34,11.71
4935,2025-10-22T19:31:13.400Z,36.1404375,-86.733405,535.4,24.69,-0.753,-0.205,-0.425,0,-1.78,2.53,6.16
4936,2025-10-22T19:31:13.440Z,36.1404336,-86.7334062,535.4,24.75,-0.761,-0.335,-0.408,0,-2.29,2.29,0.24
4937,2025-10-22T19:31:13.480Z,36.1404298,-86.7334074,535.4,24.8,-0.745,-0.464,-0.394,0,-2.78,1.51,-5.78
4938,2025-10-22T19:31:13.520Z,36.1404259,-86.7334088,535.4,24.83,-0.742,-0.579,-0.363,0,-2.94,1.03,-12.03
4939,2025-10-22T19:31:13.560Z,36.1404223,-86.7334105,535.3,24.87,-0.704,-0.681,-0.365,0,-3.1,0.56,-18.02
4940,2025-10-22T19:31:13.600Z,36.1404184,-86.7334122,535.3,25.08,-0.727,-0.776,-0.394,0,-3.24,0.14,-23.66
4941,2025-10-22T19:31:13.640Z,36.1404146,-86.7334141,535.2,25.22,-0.667,-0.862,-0.377,0,-3.19,0.9,-29.04
4942,2025-10-22T19:31:13.680Z,36.1404109,-86.7334161,535.2,25.3,-0.688,-0.936,-0.444,0,-3.14,2.08,-34.09
4943,2025-10-22T19:31:13.720Z,36.1404073,-86.7334184,535.1,25.39,-0.678,-1.005,-0.465,0,-3.22,2.11,-38.74
4944,2025-10-22T19:31:13.760Z,36.1404037,-86.7334208,535,25.47,-0.659,-1.046,-0.481,0,-3.12,2.63,-43.2
4945,2025-10-22T19:31:13.800Z,36.1404004,-86.7334234,535,25.27,-0.666,-1.085,-0.509,0,-3.1,2.25,-47
4946,2025-10-22T19:31:13.840Z,36.1403969,-86.7334261,535,25.15,-0.65,-1.103,-0.502,0,-3,0.99,-49.99
4947,2025-10-22T19:31:13.880Z,36.1403937,-86.7334289,535,25.16,-0.624,-1.123,-0.482,0,-2.8,-0.3,-52.21
4948,2025-10-22T19:31:13.920Z,36.1403903,-86.7334319,534.9,25.19,-0.648,-1.133,-0.508,0,-2.3,-0.34,-53.5
4949,2025-10-22T19:31:13.960Z,36.1403872,-86.7334352,534.9,25.26,-0.601,-1.118,-0.491,0,-2.02,-1.65,-53.77
4950,2025-10-22T19:31:14.000Z,36.1403841,-86.7334385,534.8,25.34,-0.577,-1.105,-0.524,0,-1.79,-1.87,-53.62
4951,2025-10-22T19:31:14.040Z,36.1403811,-86.7334419,534.8,25.26,-0.59,-1.068,-0.557,0,-1.39,-0.78,-52.37
4952,2025-10-22T19:31:14.080Z,36.1403782,-86.7334453,534.8,25.2,-0.551,-0.96,-0.555,0,-0.8,0.28,-49.98
4953,2025-10-22T19:31:14.120Z,36.1403754,-86.7334488,534.8,25.23,-0.575,-0.844,-0.613,0,-0.53,-0.42,-46.17
4954,2025-10-22T19:31:14.160Z,36.1403725,-86.7334524,534.8,25.22,-0.569,-0.706,-0.648,0,0.02,-0.55,-40.89
4955,2025-10-22T19:31:14.200Z,36.1403696,-86.733456,534.8,25.18,-0.526,-0.539,-0.676,0,0.63,-0.7,-34.32
4956,2025-10-22T19:31:14.240Z,36.1403667,-86.7334596,534.8,25.26,-0.56,-0.42,-0.752,0,0.84,-1.23,-27.62
4957,2025-10-22T19:31:14.280Z,36.1403639,-86.7334632,534.7,25.32,-0.482,-0.318,-0.8,0,1.3,-1.65,-21.22
4958,2025-10-22T19:31:14.320Z,36.140361,-86.7334668,534.7,25.3,-0.417,-0.198,-0.855,0,2.38,-0.29,-15.5
4959,2025-10-22T19:31:14.360Z,36.1403581,-86.7334704,534.7,25.47,-0.404,-0.069,-0.864,0,3.22,1.91,-10.35
4960,2025-10-22T19:31:14.400Z,36.1403551,-86.7334739,534.7,25.57,-0.34,0.069,-0.876,0,4.37,4.05,-5.12
4961,2025-10-22T19:31:14.440Z,36.1403521,-86.7334773,534.7,25.34,-0.295,0.249,-0.846,0,5.39,5.01,0.51
4962,2025-10-22T19:31:14.480Z,36.140349,-86.7334806,534.6,25.32,-0.284,0.425,-0.747,0,5.38,5.21,6.54
4963,2025-10-22T19:31:14.520Z,36.1403458,-86.7334838,534.6,25.12,-0.215,0.562,-0.654,0,5.06,4.74,12.92
4964,2025-10-22T19:31:14.560Z,36.1403426,-86.7334867,534.5,25.11,-0.166,0.706,-0.546,0,4.6,3.36,19.35
4965,2025-10-22T19:31:14.600Z,36.1403393,-86.7334897,534.5,25.14,-0.118,0.837,-0.479,0,3.34,2.1,25.59
4966,2025-10-22T19:31:14.640Z,36.1403359,-86.7334924,534.5,25.05,-0.075,0.936,-0.414,0,2.53,1.38,31.59
4967,2025-10-22T19:31:14.680Z,36.1403324,-86.7334948,534.5,24.74,-0.074,1.021,-0.429,0,1.7,1.18,37.19
4968,2025-10-22T19:31:14.720Z,36.1403289,-86.7334972,534.5,24.72,-0.072,1.097,-0.434,0,0.43,0.7,42.15
4969,2025-10-22T19:31:14.760Z,36.1403252,-86.7334993,534.5,24.61,-0.124,1.087,-0.51,0,-0.32,0.41,46.05
4970,2025-10-22T19:31:14.800Z,36.1403216,-86.7335013,534.5,24.48,-0.247,1.067,-0.602,0,-0.79,0.94,48.74
4971,2025-10-22T19:31:14.840Z,36.1403179,-86.733503,534.5,24.55,-0.319,1.064,-0.62,0,-1.4,1.52,50.64
4972,2025-10-22T19:31:14.880Z,36.1403142,-86.7335048,534.5,24.42,-0.512,1.037,-0.662,0,-1.45,2.02,52.09
4973,2025-10-22T19:31:14.920Z,36.1403105,-86.7335063,534.5,24.05,-0.637,1.041,-0.622,0,-1.37,3.47,53.4
4974,2025-10-22T19:31:14.960Z,36.1403068,-86.7335075,534.5,23.82,-0.709,1.072,-0.523,0,-1.86,4.19,55.23
4975,2025-10-22T19:31:15.000Z,36.140303,-86.7335085,534.5,23.6,-0.783,1.082,-0.467,0,-2.29,3.85,57.21
4976,2025-10-22T19:31:15.040Z,36.1402993,-86.7335092,534.6,23.47,-0.804,1.045,-0.4,0,-2.67,3.87,58.66
4977,2025-10-22T19:31:15.080Z,36.1402956,-86.7335099,534.6,23.29,-0.805,0.981,-0.34,0,-3.34,3.63,58.37
4978,2025-10-22T19:31:15.120Z,36.140292,-86.7335106,534.6,23.14,-0.864,0.849,-0.384,0,-3.9,2.92,55.95
4979,2025-10-22T19:31:15.160Z,36.1402883,-86.7335111,534.5,23.2,-0.849,0.696,-0.386,0,-4.24,2.87,50.73
4980,2025-10-22T19:31:15.200Z,36.1402846,-86.7335118,534.5,23.14,-0.888,0.557,-0.379,0,-4.49,2.49,43.43
4981,2025-10-22T19:31:15.240Z,36.1402809,-86.7335124,534.5,22.96,-0.953,0.417,-0.439,0,-4.77,2.11,35.48
4982,2025-10-22T19:31:15.280Z,36.1402773,-86.7335128,534.6,22.85,-0.918,0.304,-0.44,0,-4.6,1.92,28.21
4983,2025-10-22T19:31:15.320Z,36.1402736,-86.7335134,534.6,22.79,-0.885,0.218,-0.398,0,-4.29,1.95,22.06
4984,2025-10-22T19:31:15.360Z,36.14027,-86.7335138,534.6,22.62,-0.921,0.125,-0.412,0,-4.05,1.57,17.46
4985,2025-10-22T19:31:15.400Z,36.1402664,-86.7335142,534.6,22.57,-0.895,0.003,-0.388,0,-3.7,1.25,13.63
4986,2025-10-22T19:31:15.440Z,36.1402629,-86.7335148,534.6,22.32,-0.897,-0.13,-0.352,0,-3.45,0.71,9.5
4987,2025-10-22T19:31:15.480Z,36.1402594,-86.7335155,534.6,22.17,-0.981,-0.264,-0.36,0,-3.28,0.35,4.77
4988,2025-10-22T19:31:15.520Z,36.1402559,-86.7335163,534.7,21.98,-1.04,-0.394,-0.387,0,-3.27,0.04,-0.46
4989,2025-10-22T19:31:15.560Z,36.1402525,-86.7335172,534.6,21.7,-1.074,-0.493,-0.406,0,-2.92,-0.63,-6.21
4990,2025-10-22T19:31:15.600Z,36.1402493,-86.7335181,534.6,21.27,-1.074,-0.562,-0.423,0,-2.57,-0.87,-11.53
4991,2025-10-22T19:31:15.640Z,36.1402461,-86.7335191,534.7,20.93,-1.008,-0.61,-0.414,0,-2.08,-0.94,-16.29
4992,2025-10-22T19:31:15.680Z,36.140243,-86.7335202,534.7,20.6,-0.863,-0.637,-0.34,0,-1.61,-1.3,-20.54
4993,2025-10-22T19:31:15.720Z,36.1402399,-86.7335214,534.7,20.3,-0.711,-0.654,-0.213,0,-1.26,-1.39,-24.27
4994,2025-10-22T19:31:15.760Z,36.1402369,-86.7335227,534.7,20.03,-0.571,-0.676,-0.078,0,-1.06,-0.99,-27.32
4995,2025-10-22T19:31:15.800Z,36.140234,-86.7335241,534.7,19.77,-0.486,-0.688,0.062,0,-0.83,-1.3,-30.01
4996,2025-10-22T19:31:15.840Z,36.1402312,-86.7335255,534.7,19.39,-0.446,-0.678,0.23,0,-0.74,-1.94,-32.49
4997,2025-10-22T19:31:15.880Z,36.1402285,-86.7335272,534.8,18.85,-0.446,-0.687,0.39,0,-1,-2.39,-34.52
4998,2025-10-22T19:31:15.920Z,36.140226,-86.7335288,534.8,18.4,-0.423,-0.674,0.564,0,-0.98,-3.05,-36.38
4999,2025-10-22T19:31:15.960Z,36.1402234,-86.7335305,534.7,18.26,-0.433,-0.693,0.706,0,-0.95,-3.73,-38.2
5000,2025-10-22T19:31:16.000Z,36.1402209,-86.7335322,534.7,18.22,-0.406,-0.706,0.845,0,-0.85,-3.43,-40.2
5001,2025-10-22T19:31:16.040Z,36.1402186,-86.7335341,534.7,17.94,-0.376,-0.731,0.931,0,-0.88,-2.93,-42.17
5002,2025-10-22T19:31:16.080Z,36.1402163,-86.7335363,534.7,17.72,-0.354,-0.765,0.971,0,-0.8,-2.7,-44.58
5003,2025-10-22T19:31:16.120Z,36.1402141,-86.7335384,534.7,17.53,-0.348,-0.806,0.983,0,-1,-2.06,-47.08
5004,2025-10-22T19:31:16.160Z,36.140212,-86.7335406,534.7,17.48,-0.346,-0.852,0.998,0,-1.17,-1.61,-49.76
5005,2025-10-22T19:31:16.200Z,36.1402101,-86.733543,534.7,17.28,-0.352,-0.884,1.009,0,-1.05,-1.42,-52.64
5006,2025-10-22T19:31:16.240Z,36.1402083,-86.7335455,534.7,16.86,-0.37,-0.917,1.012,0,-1.02,-2.18,-55.48
5007,2025-10-22T19:31:16.280Z,36.1402066,-86.733548,534.7,16.43,-0.395,-0.919,1.003,0,-0.96,-2.42,-58.02
5008,2025-10-22T19:31:16.320Z,36.1402051,-86.7335506,534.7,16.25,-0.416,-0.938,0.985,0,-0.92,-2.48,-60.36
5009,2025-10-22T19:31:16.360Z,36.1402036,-86.7335532,534.6,16.08,-0.425,-0.94,0.981,0,-0.25,-2.38,-62.58
5010,2025-10-22T19:31:16.400Z,36.1402023,-86.7335559,534.6,15.92,-0.461,-0.942,0.961,0,-0.12,-2.23,-64.47
5011,2025-10-22T19:31:16.440Z,36.1402012,-86.7335588,534.6,15.53,-0.478,-0.943,0.964,0,0.1,-1.17,-66.26
5012,2025-10-22T19:31:16.480Z,36.1402002,-86.7335614,534.6,15.08,-0.477,-0.938,0.99,0,0.42,-0.78,-67.86
5013,2025-10-22T19:31:16.520Z,36.1401993,-86.7335642,534.6,14.78,-0.465,-0.928,1.015,0,0.68,-1.13,-69.15
5014,2025-10-22T19:31:16.560Z,36.1401986,-86.7335671,534.6,14.71,-0.44,-0.917,1.027,0,0.74,-1.85,-70.02
5015,2025-10-22T19:31:16.600Z,36.1401981,-86.73357,534.6,14.67,-0.413,-0.893,1.033,0,1.11,-1.94,-70.61
5016,2025-10-22T19:31:16.640Z,36.1401976,-86.7335729,534.6,14.58,-0.372,-0.852,1.012,0,1.32,-2.33,-70.85
5017,2025-10-22T19:31:16.680Z,36.1401972,-86.7335758,534.6,14.51,-0.326,-0.831,0.993,0,0.96,-2.37,-70.92
5018,2025-10-22T19:31:16.720Z,36.140197,-86.7335788,534.5,14.5,-0.291,-0.818,0.987,0,0.71,-2.3,-71.01
5019,2025-10-22T19:31:16.760Z,36.1401969,-86.7335817,534.4,14.31,-0.262,-0.798,0.988,0,0.26,-2.21,-71.18
5020,2025-10-22T19:31:16.800Z,36.140197,-86.7335846,534.4,14.2,-0.241,-0.802,1,0,-0.06,-2.45,-71.25
5021,2025-10-22T19:31:16.840Z,36.1401972,-86.7335876,534.5,14.38,-0.25,-0.798,1.005,0,0,-2.13,-71.24
5022,2025-10-22T19:31:16.880Z,36.1401974,-86.7335903,534.5,14.24,-0.263,-0.794,0.994,0,0.08,-1.88,-71.19
5023,2025-10-22T19:31:16.920Z,36.1401978,-86.7335932,534.5,14.28,-0.277,-0.785,0.984,0,-0.06,-1.46,-71.19
5024,2025-10-22T19:31:16.960Z,36.1401983,-86.733596,534.5,14.34,-0.303,-0.783,0.981,0,-0.61,-0.71,-71.26
5025,2025-10-22T19:31:17.000Z,36.1401989,-86.7335988,534.4,14.12,-0.299,-0.781,0.979,0,-1.27,-1.02,-71.39
5026,2025-10-22T19:31:17.040Z,36.1401995,-86.7336015,534.4,13.97,-0.286,-0.776,0.992,0,-1.8,-1.65,-71.53
5027,2025-10-22T19:31:17.080Z,36.1402002,-86.733604,534.4,13.94,-0.288,-0.778,1.015,0,-2.25,-1.83,-71.45
5028,2025-10-22T19:31:17.120Z,36.1402012,-86.7336066,534.4,13.88,-0.296,-0.792,1.029,0,-1.68,-2.64,-71.18
5029,2025-10-22T19:31:17.160Z,36.1402021,-86.733609,534.4,13.9,-0.283,-0.765,1.015,0,-0.84,-3.98,-70.84
5030,2025-10-22T19:31:17.200Z,36.1402033,-86.7336116,534.3,13.92,-0.271,-0.753,0.989,0,-0.54,-4.27,-70.33
5031,2025-10-22T19:31:17.240Z,36.1402045,-86.7336139,534.3,13.85,-0.237,-0.729,0.96,0,0.12,-4.05,-69.91
5032,2025-10-22T19:31:17.280Z,36.1402056,-86.7336162,534.3,13.94,-0.173,-0.708,0.925,0,-0.04,-4.01,-69.69
5033,2025-10-22T19:31:17.320Z,36.140207,-86.7336186,534.3,14.17,-0.118,-0.72,0.924,0,-0.76,-3.14,-69.63
5034,2025-10-22T19:31:17.360Z,36.1402085,-86.7336209,534.3,14.5,-0.073,-0.755,0.935,0,-1.02,-1.98,-69.84
5035,2025-10-22T19:31:17.400Z,36.1402101,-86.7336231,534.3,14.75,-0.071,-0.791,0.959,0,-1.13,-0.67,-70.29
5036,2025-10-22T19:31:17.440Z,36.1402119,-86.7336253,534.3,15.01,-0.099,-0.816,0.965,0,-1.34,-0.62,-71.19
5037,2025-10-22T19:31:17.480Z,36.1402135,-86.7336272,534.4,14.83,-0.113,-0.835,0.975,0,-0.92,-0.75,-72.27
5038,2025-10-22T19:31:17.520Z,36.1402153,-86.7336289,534.4,14.58,-0.154,-0.833,0.946,0,-0.81,-1.95,-73.4
5039,2025-10-22T19:31:17.560Z,36.1402174,-86.7336308,534.4,14.7,-0.161,-0.839,0.939,0,-1.07,-2.59,-74.42
5040,2025-10-22T19:31:17.600Z,36.1402194,-86.7336325,534.3,14.98,-0.129,-0.864,0.928,0,-0.87,-3.87,-75.33
5041,2025-10-22T19:31:17.640Z,36.1402214,-86.7336341,534.3,15.11,-0.105,-0.904,0.953,0,-0.52,-4.59,-75.89
5042,2025-10-22T19:31:17.680Z,36.1402237,-86.7336356,534.3,15.34,-0.106,-0.924,0.945,0,-0.25,-5.72,-75.97
5043,2025-10-22T19:31:17.720Z,36.1402261,-86.7336368,534.4,15.56,-0.053,-0.896,0.957,0,0.48,-5.75,-75.83
5044,2025-10-22T19:31:17.760Z,36.1402284,-86.733638,534.4,15.74,-0.033,-0.882,0.927,0,0.74,-6.67,-75
5045,2025-10-22T19:31:17.800Z,36.1402308,-86.7336392,534.4,15.83,-0.032,-0.846,0.899,0,0.21,-6.45,-73.88
5046,2025-10-22T19:31:17.840Z,36.1402333,-86.7336402,534.4,15.9,-0.014,-0.839,0.872,0,-0.2,-5.73,-72.62
5047,2025-10-22T19:31:17.880Z,36.1402358,-86.733641,534.4,16.11,-0.008,-0.867,0.841,0,-0.27,-4.39,-71.44
5048,2025-10-22T19:31:17.920Z,36.1402385,-86.7336417,534.4,16.26,-0.032,-0.911,0.801,0,-0.38,-3.32,-70.83
5049,2025-10-22T19:31:17.960Z,36.1402411,-86.7336422,534.4,16.4,-0.05,-0.942,0.739,0,0.14,-1.74,-71.2
5050,2025-10-22T19:31:18.000Z,36.1402437,-86.7336425,534.4,16.33,-0.095,-0.954,0.628,0,1.09,-1.42,-72.2
5051,2025-10-22T19:31:18.040Z,36.1402464,-86.7336426,534.4,16.38,-0.088,-0.944,0.542,0,0.71,-1.33,-73.35
5052,2025-10-22T19:31:18.080Z,36.1402491,-86.7336427,534.4,16.66,-0.106,-0.955,0.435,0,0.54,-1.76,-74.4
5053,2025-10-22T19:31:18.120Z,36.1402518,-86.7336427,534.4,17.01,-0.086,-0.92,0.427,0,1.08,-2.02,-75.15
5054,2025-10-22T19:31:18.160Z,36.1402547,-86.7336423,534.4,17.16,-0.122,-0.926,0.421,0,0.65,-2.77,-75.3
5055,2025-10-22T19:31:18.200Z,36.1402574,-86.733642,534.4,17.13,-0.1,-0.932,0.478,0,0.84,-3.03,-75.17
5056,2025-10-22T19:31:18.240Z,36.1402601,-86.7336415,534.5,17.05,-0.135,-0.947,0.468,0,1.2,-3.15,-74.42
5057,2025-10-22T19:31:18.280Z,36.1402629,-86.7336408,534.5,17.28,-0.13,-0.931,0.474,0,1.6,-3.48,-73.32
5058,2025-10-22T19:31:18.320Z,36.1402656,-86.7336399,534.4,17.35,-0.1,-0.935,0.444,0,1.7,-3,-71.85
5059,2025-10-22T19:31:18.360Z,36.1402682,-86.7336389,534.4,17.48,-0.102,-0.936,0.394,0,2,-2.34,-70.23
5060,2025-10-22T19:31:18.400Z,36.140271,-86.7336377,534.4,17.61,-0.101,-0.927,0.371,0,1.64,-2.24,-68.67
5061,2025-10-22T19:31:18.440Z,36.1402736,-86.7336364,534.4,17.56,-0.117,-0.961,0.371,0,1.15,-2.14,-67.36
5062,2025-10-22T19:31:18.480Z,36.1402761,-86.7336349,534.4,17.67,-0.118,-0.969,0.46,0,1.03,-2.12,-66.72
5063,2025-10-22T19:31:18.520Z,36.1402787,-86.7336332,534.4,17.78,-0.127,-1.007,0.519,0,0.06,-2.75,-66.63
5064,2025-10-22T19:31:18.560Z,36.140281,-86.7336313,534.4,17.69,-0.119,-1.041,0.54,0,-0.4,-3.83,-67.2
5065,2025-10-22T19:31:18.600Z,36.1402834,-86.7336294,534.4,17.62,-0.136,-1.051,0.478,0,-0.35,-4.66,-68.14
5066,2025-10-22T19:31:18.640Z,36.1402857,-86.7336273,534.4,17.87,-0.141,-1.031,0.339,0,-0.46,-5.31,-69.06
5067,2025-10-22T19:31:18.680Z,36.1402881,-86.7336251,534.4,18.09,-0.14,-1.014,0.144,0,-0.68,-5.31,-69.57
5068,2025-10-22T19:31:18.720Z,36.1402903,-86.7336227,534.3,18.24,-0.142,-0.976,-0.039,0,-0.87,-4.29,-69.49
5069,2025-10-22T19:31:18.760Z,36.1402925,-86.7336202,534.2,18.47,-0.178,-0.951,-0.182,0,-1.2,-2.38,-68.5
5070,2025-10-22T19:31:18.800Z,36.1402946,-86.7336176,534.2,18.46,-0.211,-0.895,-0.251,0,-1.02,-0.87,-66.46
5071,2025-10-22T19:31:18.840Z,36.1402967,-86.7336149,534.1,18.45,-0.186,-0.801,-0.17,0,-1.03,0.02,-63.05
5072,2025-10-22T19:31:18.880Z,36.1402988,-86.7336123,534.1,18.47,-0.164,-0.717,-0.067,0,-0.9,0.15,-57.95
5073,2025-10-22T19:31:18.920Z,36.1403008,-86.7336096,534.1,18.51,-0.133,-0.63,0.052,0,-0.4,-0.76,-51.72
5074,2025-10-22T19:31:18.960Z,36.1403028,-86.7336068,534.1,18.64,-0.062,-0.578,0.154,0,0.04,-1.8,-44.81
5075,2025-10-22T19:31:19.000Z,36.1403047,-86.7336039,534,18.83,-0.013,-0.539,0.252,0,0.48,-2.8,-38.65
5076,2025-10-22T19:31:19.040Z,36.1403067,-86.7336009,534,19.1,0.016,-0.509,0.357,0,1.06,-3.03,-34.14
5077,2025-10-22T19:31:19.080Z,36.1403086,-86.7335979,533.9,19.19,0.024,-0.5,0.428,0,1.07,-2.68,-31.43
5078,2025-10-22T19:31:19.120Z,36.1403104,-86.7335948,533.9,19.07,-0.014,-0.492,0.471,0,1,-2.47,-30.23
5079,2025-10-22T19:31:19.160Z,36.140312,-86.7335918,533.9,18.82,-0.019,-0.478,0.503,0,0.67,-2.04,-30.2
5080,2025-10-22T19:31:19.200Z,36.1403138,-86.7335887,533.9,18.83,-0.041,-0.476,0.469,0,0.4,-1.52,-30.25
5081,2025-10-22T19:31:19.240Z,36.1403154,-86.7335855,533.8,18.94,-0.064,-0.443,0.408,0,0.15,-1.53,-29.86
5082,2025-10-22T19:31:19.280Z,36.1403171,-86.7335821,533.8,19.08,-0.071,-0.401,0.348,0,-0.14,-1.48,-28.86
5083,2025-10-22T19:31:19.320Z,36.1403187,-86.7335789,533.8,19.12,-0.048,-0.342,0.305,0,-0.41,-1.25,-27.19
5084,2025-10-22T19:31:19.360Z,36.1403204,-86.7335757,533.8,19.22,-0.041,-0.252,0.248,0,-0.66,-1.36,-24.66
5085,2025-10-22T19:31:19.400Z,36.1403221,-86.7335724,533.8,19.26,-0.03,-0.18,0.179,0,-1.14,-1.1,-21.53
5086,2025-10-22T19:31:19.440Z,36.1403238,-86.7335692,533.7,19.26,-0.054,-0.132,0.073,0,-1.22,-1.33,-18.02
5087,2025-10-22T19:31:19.480Z,36.1403254,-86.7335659,533.7,19.38,-0.077,-0.062,-0.02,0,-0.96,-1.97,-14.48
5088,2025-10-22T19:31:19.520Z,36.1403271,-86.7335627,533.7,19.54,-0.088,-0.005,-0.149,0,-0.74,-2.14,-10.59
5089,2025-10-22T19:31:19.560Z,36.1403289,-86.7335593,533.7,19.82,-0.131,0.062,-0.294,0,-0.23,-1.96,-6.38
5090,2025-10-22T19:31:19.600Z,36.1403307,-86.7335561,533.7,20.09,-0.203,0.155,-0.465,0,0.4,-2.16,-1.75
5091,2025-10-22T19:31:19.640Z,36.1403328,-86.7335528,533.7,20.39,-0.289,0.259,-0.625,0,0.99,-1.39,3.49
5092,2025-10-22T19:31:19.680Z,36.1403348,-86.7335496,533.7,20.57,-0.4,0.372,-0.739,0,1.54,-0.43,9.58
5093,2025-10-22T19:31:19.720Z,36.140337,-86.7335464,533.6,20.74,-0.513,0.477,-0.81,0,1.81,0.51,15.71
5094,2025-10-22T19:31:19.760Z,36.1403393,-86.7335434,533.7,20.8,-0.567,0.562,-0.795,0,1.83,1.65,21.64
5095,2025-10-22T19:31:19.800Z,36.1403417,-86.7335404,533.6,20.95,-0.63,0.629,-0.754,0,1.42,2.63,27.3
5096,2025-10-22T19:31:19.840Z,36.1403442,-86.7335375,533.6,21.28,-0.68,0.687,-0.708,0,0.8,2.88,32.29
5097,2025-10-22T19:31:19.880Z,36.1403468,-86.7335346,533.7,21.58,-0.677,0.711,-0.623,0,0.06,3.35,36.44
5098,2025-10-22T19:31:19.920Z,36.1403495,-86.7335317,533.6,21.79,-0.703,0.73,-0.606,0,-1.04,3.61,40.23
5099,2025-10-22T19:31:19.960Z,36.1403523,-86.733529,533.6,21.91,-0.738,0.755,-0.62,0,-0.96,3.87,44.15
5100,2025-10-22T19:31:20.000Z,36.1403552,-86.7335263,533.6,22.29,-0.642,0.754,-0.561,0,-0.62,5.09,47.68
5101,2025-10-22T19:31:20.040Z,36.1403582,-86.7335237,533.5,22.6,-0.586,0.793,-0.584,0,0.23,6.82,51.37
5102,2025-10-22T19:31:20.080Z,36.1403614,-86.7335214,533.5,22.78,-0.503,0.862,-0.609,0,1,6.83,54.88
5103,2025-10-22T19:31:20.120Z,36.1403647,-86.7335191,533.6,22.76,-0.391,0.882,-0.523,0,1.45,5.89,57.45
